tyler_id,default_id,dex_number,species,form,name,other_forms,type1,type2,ability1,ability2,ability3,base_hp,base_atk,base_def,base_spa,base_dpd,base_spe,exp_yield,hp_yield,atk_yield,def_yield,spa_yield,spd_yield,spe_yield,class,male_%,female_%,catch_rate,base_friendship,evo_method,evo_condition,evo_time,special_evo,pre_evo,egg_group1,egg_group2,hatch_cycles,exp_group,eviolite
389,884,308,Medicham,mega,Medicham (Mega Medicham),"normal, mega",Fighting,Psychic,Pure Power,Pure Power,Pure Power,60,100,85,80,85,100,179,0,0,0,0,0,2,Meditate Pokémon,0.5,0.5,90,70,Mega,,Any,,Medicham,Human-Like,,20,medium_fast,0
390,309,309,Electrike,normal,Electrike,,Electric,,Static,Lightning Rod,Minus,40,45,40,65,40,65,59,0,0,0,0,0,1,Lightning Pokémon,0.5,0.5,120,70,,,Any,,,Field,,20,slow,1
391,310,310,Manectric,normal,Manectric,"normal, mega",Electric,,Static,Lightning Rod,Minus,70,75,60,105,60,105,166,0,0,0,0,0,2,Discharge Pokémon,0.5,0.5,45,70,Level,26,Any,,Electrike,Field,,20,slow,0
392,885,310,Manectric,mega,Manectric (Mega Manectric),"normal, mega",Electric,,Intimidate,Intimidate,Intimidate,70,75,80,135,80,135,201,0,0,0,0,0,2,Discharge Pokémon,0.5,0.5,45,70,Mega,,Any,,Manectric,Field,,20,slow,0
393,311,311,Plusle,normal,Plusle,,Electric,,Plus,Plus,Lightning Rod,60,50,40,85,75,95,142,0,0,0,0,0,1,Cheering Pokémon,0.5,0.5,200,70,,,Any,,,Fairy,,20,medium_fast,0
394,312,312,Minun,normal,Minun,,Electric,,Minus,Minus,Volt Absorb,60,40,50,75,85,95,142,0,0,0,0,0,1,Cheering Pokémon,0.5,0.5,200,70,,,Any,,,Fairy,,20,medium_fast,0
395,313,313,Volbeat,normal,Volbeat,,Bug,,Illuminate,Swarm,Prankster,65,73,75,47,85,85,151,0,0,0,0,0,1,Firefly Pokémon,1,0,150,70,,,Any,,,Bug,Human-Like,15,erratic,0
396,314,314,Illumise,normal,Illumise,,Bug,,Oblivious,Tinted Lens,Prankster,65,47,75,73,85,85,151,0,0,0,0,0,1,Firefly Pokémon,0,1,150,70,,,Any,,,Bug,Human-Like,15,fluctuating,0
397,315,315,Roselia,normal,Roselia,,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,50,60,45,100,80,65,140,0,0,0,2,0,0,Thorn Pokémon,0.5,0.5,150,70,High friendship,,Day,,Budew,Fairy,Grass,20,medium_slow,1
398,316,316,Gulpin,normal,Gulpin,,Poison,,Liquid Ooze,Sticky Hold,Gluttony,70,43,53,43,53,40,60,1,0,0,0,0,0,Stomach Pokémon,0.5,0.5,225,70,,,Any,,,Amorphous,,20,fluctuating,1
399,317,317,Swalot,normal,Swalot,,Poison,,Liquid Ooze,Sticky Hold,Gluttony,100,73,83,73,83,55,163,2,0,0,0,0,0,Poison Bag Pokémon,0.5,0.5,75,70,Level,26,Any,,Gulpin,Amorphous,,20,fluctuating,0
400,318,318,Carvanha,normal,Carvanha,,Water,Dark,Rough Skin,Rough Skin,Speed Boost,45,90,20,65,20,65,61,0,1,0,0,0,0,Savage Pokémon,0.5,0.5,225,35,,,Any,,,Water 2,,20,slow,1
401,319,319,Sharpedo,normal,Sharpedo,"normal, mega",Water,Dark,Rough Skin,Rough Skin,Speed Boost,70,120,40,95,40,95,161,0,2,0,0,0,0,Brutal Pokémon,0.5,0.5,60,35,Level,30,Any,,Carvanha,Water 2,,20,slow,0
402,886,319,Sharpedo,mega,Sharpedo (Mega Sharpedo),"normal, mega",Water,Dark,Strong Jaw,Strong Jaw,Strong Jaw,70,140,70,110,65,105,196,0,2,0,0,0,0,Brutal Pokémon,0.5,0.5,60,35,Mega,,Any,,Sharpedo,Water 2,,20,slow,0
403,320,320,Wailmer,normal,Wailmer,,Water,,Water Veil,Oblivious,Pressure,130,70,35,70,35,60,80,1,0,0,0,0,0,Ball Whale Pokémon,0.5,0.5,125,70,,,Any,,,Field,Water 2,40,fluctuating,1
404,321,321,Wailord,normal,Wailord,,Water,,Water Veil,Oblivious,Pressure,170,90,45,90,45,60,175,2,0,0,0,0,0,Float Whale Pokémon,0.5,0.5,60,70,Level,40,Any,,Wailmer,Field,Water 2,40,fluctuating,0
405,322,322,Numel,normal,Numel,,Fire,Ground,Oblivious,Simple,Own Tempo,60,60,40,65,45,35,61,0,0,0,1,0,0,Numb Pokémon,0.5,0.5,255,70,,,Any,,,Field,,20,medium_fast,1
406,323,323,Camerupt,normal,Camerupt,"normal, mega",Fire,Ground,Magma Armor,Solid Rock,Anger Point,70,100,70,105,75,40,161,0,1,0,1,0,0,Eruption Pokémon,0.5,0.5,150,70,Level,33,Any,,Numel,Field,,20,medium_fast,0
407,887,323,Camerupt,mega,Camerupt (Mega Camerupt),"normal, mega",Fire,Ground,Sheer Force,Sheer Force,Sheer Force,70,120,100,145,105,20,196,0,1,0,1,0,0,Eruption Pokémon,0.5,0.5,150,70,Mega,,Any,,Camerupt,Field,,20,medium_fast,0
408,324,324,Torkoal,normal,Torkoal,,Fire,,White Smoke,Drought,Shell Armor,70,85,140,85,70,20,165,0,0,2,0,0,0,Coal Pokémon,0.5,0.5,90,70,,,Any,,,Field,,20,medium_fast,0
409,325,325,Spoink,normal,Spoink,,Psychic,,Thick Fat,Own Tempo,Gluttony,60,25,35,70,80,60,66,0,0,0,0,1,0,Bounce Pokémon,0.5,0.5,255,70,,,Any,,,Field,,20,fast,1
410,326,326,Grumpig,normal,Grumpig,,Psychic,,Thick Fat,Own Tempo,Gluttony,80,45,65,90,110,80,165,0,0,0,0,2,0,Manipulate Pokémon,0.5,0.5,60,70,Level,32,Any,,Spoink,Field,,20,fast,0
411,327,327,Spinda,normal,Spinda,,Normal,,Own Tempo,Tangled Feet,Contrary,60,60,60,60,60,60,126,0,0,0,1,0,0,Spot Panda Pokémon,0.5,0.5,255,70,,,Any,,,Field,Human-Like,20,fast,0
412,328,328,Trapinch,normal,Trapinch,,Ground,,Hyper Cutter,Arena Trap,Sheer Force,45,100,45,45,45,10,58,0,1,0,0,0,0,Ant Pit Pokémon,0.5,0.5,255,70,,,Any,,,Bug,,20,medium_slow,1
413,329,329,Vibrava,normal,Vibrava,,Ground,Dragon,Levitate,Levitate,Levitate,50,70,50,50,50,70,119,0,1,0,0,0,1,Vibration Pokémon,0.5,0.5,120,70,Level,35,Any,,Trapinch,Bug,,20,medium_slow,1
414,330,330,Flygon,normal,Flygon,,Ground,Dragon,Levitate,Levitate,Levitate,80,100,80,80,80,100,234,0,1,0,0,0,2,Mystic Pokémon,0.5,0.5,45,70,Level,45,Any,,Vibrava,Bug,,20,medium_slow,0
415,331,331,Cacnea,normal,Cacnea,,Grass,,Sand Veil,Sand Veil,Water Absorb,50,85,40,85,40,35,67,0,0,0,1,0,0,Cactus Pokémon,0.5,0.5,190,35,,,Any,,,Grass,Human-Like,20,medium_slow,1
416,332,332,Cacturne,normal,Cacturne,,Grass,Dark,Sand Veil,Sand Veil,Water Absorb,70,115,60,115,60,55,166,0,1,0,1,0,0,Scarecrow Pokémon,0.5,0.5,60,35,Level,32,Any,,Cacnea,Grass,Human-Like,20,medium_slow,0
417,333,333,Swablu,normal,Swablu,,Normal,Flying,Natural Cure,Natural Cure,Cloud Nine,45,40,60,40,75,50,62,0,0,0,0,1,0,Cotton Bird Pokémon,0.5,0.5,255,70,,,Any,,,Flying,Dragon,20,erratic,1
418,334,334,Altaria,normal,Altaria,"normal, mega",Dragon,Flying,Natural Cure,Natural Cure,Cloud Nine,75,70,90,70,105,80,172,0,0,0,0,2,0,Humming Pokémon,0.5,0.5,45,70,Level,35,Any,,Swablu,Flying,Dragon,20,erratic,0
419,888,334,Altaria,mega,Altaria (Mega Altaria),"normal, mega",Dragon,Fairy,Pixilate,Pixilate,Pixilate,75,110,110,110,105,80,207,0,0,0,0,2,0,Humming Pokémon,0.5,0.5,45,70,Mega,,Any,,Altaria,Flying,Dragon,20,erratic,0
420,335,335,Zangoose,normal,Zangoose,,Normal,,Immunity,Immunity,Toxic Boost,73,115,60,60,60,90,160,0,2,0,0,0,0,Cat Ferret Pokémon,0.5,0.5,90,70,,,Any,,,Field,,20,erratic,0
421,336,336,Seviper,normal,Seviper,,Poison,,Shed Skin,Shed Skin,Infiltrator,73,100,60,100,60,65,160,0,1,0,1,0,0,Fang Snake Pokémon,0.5,0.5,90,70,,,Any,,,Field,Dragon,20,fluctuating,0
422,337,337,Lunatone,normal,Lunatone,,Rock,Psychic,Levitate,Levitate,Levitate,90,55,65,95,85,70,161,0,0,0,2,0,0,Meteorite Pokémon,,,45,70,,,Any,,,Mineral,,25,fast,0
423,338,338,Solrock,normal,Solrock,,Rock,Psychic,Levitate,Levitate,Levitate,90,95,85,55,65,70,161,0,2,0,0,0,0,Meteorite Pokémon,,,45,70,,,Any,,,Mineral,,25,fast,0
424,339,339,Barboach,normal,Barboach,,Water,Ground,Oblivious,Anticipation,Hydration,50,48,43,46,41,60,58,1,0,0,0,0,0,Whiskers Pokémon,0.5,0.5,190,70,,,Any,,,Water 2,,20,medium_fast,1
425,340,340,Whiscash,normal,Whiscash,,Water,Ground,Oblivious,Anticipation,Hydration,110,78,73,76,71,60,164,2,0,0,0,0,0,Whiskers Pokémon,0.5,0.5,75,70,Level,30,Any,,Barboach,Water 2,,20,medium_fast,0
426,341,341,Corphish,normal,Corphish,,Water,,Hyper Cutter,Shell Armor,Adaptability,43,80,65,50,35,35,62,0,1,0,0,0,0,Ruffian Pokémon,0.5,0.5,205,70,,,Any,,,Water 1,Water 3,20,fluctuating,1
427,342,342,Crawdaunt,normal,Crawdaunt,,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,63,120,85,90,55,55,164,0,2,0,0,0,0,Rogue Pokémon,0.5,0.5,155,70,Level,30,Any,,Corphish,Water 1,Water 3,20,fluctuating,0
428,343,343,Baltoy,normal,Baltoy,,Ground,Psychic,Levitate,Levitate,Levitate,40,40,55,40,70,55,60,0,0,0,0,1,0,Clay Doll Pokémon,,,255,70,,,Any,,,Mineral,,20,medium_fast,1
429,344,344,Claydol,normal,Claydol,,Ground,Psychic,Levitate,Levitate,Levitate,60,70,105,70,120,75,175,0,0,0,0,2,0,Clay Doll Pokémon,,,90,70,Level,36,Any,,Baltoy,Mineral,,20,medium_fast,0
430,345,345,Lileep,normal,Lileep,,Rock,Grass,Suction Cups,Suction Cups,Storm Drain,66,41,77,61,87,23,71,0,0,0,0,1,0,Sea Lily Pokémon,0.875,0.125,45,70,,,Any,,,Water 3,,30,erratic,1
431,346,346,Cradily,normal,Cradily,,Rock,Grass,Suction Cups,Suction Cups,Storm Drain,86,81,97,81,107,43,173,0,0,0,0,2,0,Barnacle Pokémon,0.875,0.125,45,70,Level,40,Any,,Lileep,Water 3,,30,erratic,0
432,347,347,Anorith,normal,Anorith,,Rock,Bug,Battle Armor,Battle Armor,Swift Swim,45,95,50,40,50,75,71,0,1,0,0,0,0,Old Shrimp Pokémon,0.875,0.125,45,70,,,Any,,,Water 3,,30,erratic,1
433,348,348,Armaldo,normal,Armaldo,,Rock,Bug,Battle Armor,Battle Armor,Swift Swim,75,125,100,70,80,45,173,0,2,0,0,0,0,Plate Pokémon,0.875,0.125,45,70,Level,40,Any,,Anorith,Water 3,,30,erratic,0
434,349,349,Feebas,normal,Feebas,,Water,,Swift Swim,Oblivious,Adaptability,20,15,20,10,55,80,40,0,0,0,0,0,1,Fish Pokémon,0.5,0.5,255,70,,,Any,,,Water 1,Dragon,20,erratic,1
435,350,350,Milotic,normal,Milotic,,Water,,Marvel Scale,Competitive,Cute Charm,95,60,79,100,125,81,189,0,0,0,0,2,0,Tender Pokémon,0.5,0.5,60,70,Trade Holding,Prism Scale,Any,,Feebas,Water 1,Dragon,20,erratic,0
436,351,351,Castform,normal,Castform (Normal),"normal, rainy, snowy, sunny",Normal,,Forecast,Forecast,Forecast,70,70,70,70,70,70,147,1,0,0,0,0,0,Weather Pokémon,0.5,0.5,45,70,,,Any,,,Fairy,Amorphous,25,medium_fast,0
437,890,351,Castform,rainy,Castform (Rainy Form),"normal, rainy, snowy, sunny",Water,,Forecast,Forecast,Forecast,70,70,70,70,70,70,147,1,0,0,0,0,0,Weather Pokémon,0.5,0.5,45,70,,,Any,,,Fairy,Amorphous,25,medium_fast,0
438,891,351,Castform,snowy,Castform (Snowy Form),"normal, rainy, snowy, sunny",Ice,,Forecast,Forecast,Forecast,70,70,70,70,70,70,147,1,0,0,0,0,0,Weather Pokémon,0.5,0.5,45,70,,,Any,,,Fairy,Amorphous,25,medium_fast,0
439,889,351,Castform,sunny,Castform (Sunny Form),"normal, rainy, snowy, sunny",Fire,,Forecast,Forecast,Forecast,70,70,70,70,70,70,147,1,0,0,0,0,0,Weather Pokémon,0.5,0.5,45,70,,,Any,,,Fairy,Amorphous,25,medium_fast,0
440,352,352,Kecleon,normal,Kecleon,,Normal,,Color Change,Color Change,Protean,60,90,70,60,120,40,154,0,0,0,0,1,0,Color Swap Pokémon,0.5,0.5,200,70,,,Any,,,Field,,20,medium_slow,0
441,353,353,Shuppet,normal,Shuppet,,Ghost,,Insomnia,Frisk,Cursed Body,44,75,35,63,33,45,59,0,1,0,0,0,0,Puppet Pokémon,0.5,0.5,225,35,,,Any,,,Amorphous,,25,fast,1
442,354,354,Banette,normal,Banette,"normal, mega",Ghost,,Insomnia,Frisk,Cursed Body,64,115,65,83,63,65,159,0,2,0,0,0,0,Marionette Pokémon,0.5,0.5,45,35,Level,37,Any,,Shuppet,Amorphous,,25,fast,0
443,892,354,Banette,mega,Banette (Mega Banette),"normal, mega",Ghost,,Prankster,Prankster,Prankster,64,165,75,93,83,75,194,0,2,0,0,0,0,Marionette Pokémon,0.5,0.5,45,35,Mega,,Any,,Banette,Amorphous,,25,fast,0
444,355,355,Duskull,normal,Duskull,,Ghost,,Levitate,Levitate,Frisk,20,40,90,30,90,25,59,0,0,0,0,1,0,Requiem Pokémon,0.5,0.5,190,35,,,Any,,,Amorphous,,25,fast,1
445,356,356,Dusclops,normal,Dusclops,,Ghost,,Pressure,Pressure,Frisk,40,70,130,60,130,25,159,0,0,1,0,1,0,Beckon Pokémon,0.5,0.5,90,35,Level,37,Any,,Duskull,Amorphous,,25,fast,1
446,357,357,Tropius,normal,Tropius,,Grass,Flying,Chlorophyll,Solar Power,Harvest,99,68,83,72,87,51,161,2,0,0,0,0,0,Fruit Pokémon,0.5,0.5,200,70,,,Any,,,Monster,Grass,25,slow,0
447,358,358,Chimecho,normal,Chimecho,,Psychic,,Levitate,Levitate,Levitate,75,50,80,95,90,65,159,0,0,0,1,1,0,Wind Chime Pokémon,0.5,0.5,45,70,High friendship,,Night,,Chingling,Amorphous,,25,fast,0
448,359,359,Absol,normal,Absol,"normal, mega",Dark,,Pressure,Super Luck,Justified,65,130,60,75,60,75,163,0,2,0,0,0,0,Disaster Pokémon,0.5,0.5,30,35,,,Any,,,Field,,25,medium_slow,0
449,893,359,Absol,mega,Absol (Mega Absol),"normal, mega",Dark,,Magic Bounce,Magic Bounce,Magic Bounce,65,150,60,115,60,115,198,0,2,0,0,0,0,Disaster Pokémon,0.5,0.5,30,35,Mega,,Any,,Absol,Field,,25,medium_slow,0
450,360,360,Wynaut,normal,Wynaut,,Psychic,,Shadow Tag,Shadow Tag,Telepathy,95,23,48,23,48,23,52,1,0,0,0,0,0,Bright Pokémon,0.5,0.5,125,70,,,Any,,,Undiscovered,,20,medium_fast,1
451,361,361,Snorunt,normal,Snorunt,,Ice,,Inner Focus,Ice Body,Moody,50,50,50,50,50,50,60,1,0,0,0,0,0,Snow Hat Pokémon,0.5,0.5,190,70,,,Any,,,Fairy,Mineral,20,medium_fast,1
452,362,362,Glalie,normal,Glalie,"normal, mega",Ice,,Inner Focus,Ice Body,Moody,80,80,80,80,80,80,168,2,0,0,0,0,0,Face Pokémon,0.5,0.5,75,70,Level,42,Any,,Snorunt,Fairy,Mineral,20,medium_fast,0
453,894,362,Glalie,mega,Glalie (Mega Glalie),"normal, mega",Ice,,Refrigerate,Refrigerate,Refrigerate,80,120,80,120,80,100,203,2,0,0,0,0,0,Face Pokémon,0.5,0.5,75,70,Mega,,Any,,Glalie,Fairy,Mineral,20,medium_fast,0
454,363,363,Spheal,normal,Spheal,,Ice,Water,Thick Fat,Ice Body,Oblivious,70,40,50,55,50,25,58,1,0,0,0,0,0,Clap Pokémon,0.5,0.5,255,70,,,Any,,,Water 1,Field,20,medium_slow,1
455,364,364,Sealeo,normal,Sealeo,,Ice,Water,Thick Fat,Ice Body,Oblivious,90,60,70,75,70,45,144,2,0,0,0,0,0,Ball Roll Pokémon,0.5,0.5,120,70,Level,32,Any,,Spheal,Water 1,Field,20,medium_slow,1
456,365,365,Walrein,normal,Walrein,,Ice,Water,Thick Fat,Ice Body,Oblivious,110,80,90,95,90,65,239,3,0,0,0,0,0,Ice Break Pokémon,0.5,0.5,45,70,Level,44,Any,,Sealeo,Water 1,Field,20,medium_slow,0
457,366,366,Clamperl,normal,Clamperl,,Water,,Shell Armor,Shell Armor,Rattled,35,64,85,74,55,32,69,0,0,1,0,0,0,Bivalve Pokémon,0.5,0.5,255,70,,,Any,,,Water 1,,20,erratic,1
458,367,367,Huntail,normal,Huntail,,Water,,Swift Swim,Swift Swim,Water Veil,55,104,105,94,75,52,170,0,1,1,0,0,0,Deep Sea Pokémon,0.5,0.5,60,70,Trade Holding,Deep Sea Tooth,Any,,Clamperl,Water 1,,20,erratic,0
459,368,368,Gorebyss,normal,Gorebyss,,Water,,Swift Swim,Swift Swim,Hydration,55,84,105,114,75,52,170,0,0,0,2,0,0,South Sea Pokémon,0.5,0.5,60,70,Trade Holding,Deep Sea Scale,Any,,Clamperl,Water 1,,20,erratic,0
460,369,369,Relicanth,normal,Relicanth,,Water,Rock,Swift Swim,Rock Head,Sturdy,100,90,130,45,65,55,170,1,0,1,0,0,0,Longevity Pokémon,0.5,0.5,25,70,,,Any,,,Water 1,Water 2,40,slow,0
461,370,370,Luvdisc,normal,Luvdisc,,Water,,Swift Swim,Swift Swim,Hydration,43,30,55,40,65,97,116,0,0,0,0,0,1,Rendezvous Pokémon,0.25,0.75,225,70,,,Any,,,Water 2,,20,fast,0
462,371,371,Bagon,normal,Bagon,,Dragon,,Rock Head,Rock Head,Sheer Force,45,75,60,40,30,50,60,0,1,0,0,0,0,Rock Head Pokémon,0.5,0.5,45,35,,,Any,,,Dragon,,40,slow,1
463,372,372,Shelgon,normal,Shelgon,,Dragon,,Rock Head,Rock Head,Overcoat,65,95,100,60,50,50,147,0,0,2,0,0,0,Endurance Pokémon,0.5,0.5,45,35,Level,30,Any,,Bagon,Dragon,,40,slow,1
464,373,373,Salamence,normal,Salamence,"normal, mega",Dragon,Flying,Intimidate,Intimidate,Moxie,95,135,80,110,80,100,270,0,3,0,0,0,0,Dragon Pokémon,0.5,0.5,45,35,Level,50,Any,,Shelgon,Dragon,,40,slow,0
465,895,373,Salamence,mega,Salamence (Mega Salamence),"normal, mega",Dragon,Flying,Aerilate,Aerilate,Aerilate,95,145,130,120,90,120,315,0,3,0,0,0,0,Dragon Pokémon,0.5,0.5,45,35,Mega,,Any,,Salamence,Dragon,,40,slow,0
466,374,374,Beldum,normal,Beldum,,Steel,Psychic,Clear Body,Clear Body,Light Metal,40,55,80,35,60,30,60,0,0,1,0,0,0,Iron Ball Pokémon,,,3,35,,,Any,,,Mineral,,40,slow,1
467,375,375,Metang,normal,Metang,,Steel,Psychic,Clear Body,Clear Body,Light Metal,60,75,100,55,80,50,147,0,0,2,0,0,0,Iron Claw Pokémon,,,3,35,Level,20,Any,,Beldum,Mineral,,40,slow,1
468,376,376,Metagross,normal,Metagross,"normal, mega",Steel,Psychic,Clear Body,Clear Body,Light Metal,80,135,130,95,90,70,270,0,0,3,0,0,0,Iron Leg Pokémon,,,3,35,Level,45,Any,,Metang,Mineral,,40,slow,0
469,896,376,Metagross,mega,Metagross (Mega Metagross),"normal, mega",Steel,Psychic,Tough Claws,Tough Claws,Tough Claws,80,145,150,105,110,110,315,0,0,3,0,0,0,Iron Leg Pokémon,,,3,35,Mega,,Any,,Metagross,Mineral,,40,slow,0
470,377,377,Regirock,normal,Regirock,,Rock,,Clear Body,Clear Body,Sturdy,80,100,200,50,100,50,261,0,0,3,0,0,0,Rock Peak Pokémon,,,3,35,,,Any,,,Undiscovered,,80,slow,0
471,378,378,Regice,normal,Regice,,Ice,,Clear Body,Clear Body,Ice Body,80,50,100,100,200,50,261,0,0,0,0,3,0,Iceberg Pokémon,,,3,35,,,Any,,,Undiscovered,,80,slow,0
472,379,379,Registeel,normal,Registeel,,Steel,,Clear Body,Clear Body,Light Metal,80,75,150,75,150,50,261,0,0,2,0,1,0,Iron Pokémon,,,3,35,,,Any,,,Undiscovered,,80,slow,0
473,380,380,Latias,normal,Latias,"normal, mega",Dragon,Psychic,Levitate,Levitate,Levitate,80,80,90,110,130,110,270,0,0,0,0,3,0,Eon Pokémon,0,1,3,90,,,Any,,,Undiscovered,,120,slow,0
474,897,380,Latias,mega,Latias (Mega Latias),"normal, mega",Dragon,Psychic,Levitate,Levitate,Levitate,80,100,120,140,150,110,315,0,0,0,0,3,0,Eon Pokémon,,,3,90,Mega,,Any,,Latias,Undiscovered,,120,slow,0
475,381,381,Latios,normal,Latios,"normal, mega",Dragon,Psychic,Levitate,Levitate,Levitate,80,90,80,130,110,110,270,0,0,0,3,0,0,Eon Pokémon,1,0,3,90,,,Any,,,Undiscovered,,120,slow,0
476,898,381,Latios,mega,Latios (Mega Latios),"normal, mega",Dragon,Psychic,Levitate,Levitate,Levitate,80,130,100,160,120,110,315,0,0,0,3,0,0,Eon Pokémon,,,3,90,Mega,,Any,,Latios,Undiscovered,,120,slow,0
477,900,382,Groudon,primal,Groudon (Primal Reversion),"normal, primal",Ground,Fire,Desolate Land,Desolate Land,Desolate Land,100,180,160,150,90,90,347,0,3,0,0,0,0,Continent Pokémon,,,3,0,Mega,,Any,,Groudon,Undiscovered,,120,slow,0
478,382,382,Kyogre,normal,Kyogre,"normal, primal",Water,,Drizzle,Drizzle,Drizzle,100,100,90,150,140,90,302,0,0,0,3,0,0,Sea Basin Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
479,383,383,Groudon,normal,Groudon,"normal, primal",Ground,,Drought,Drought,Drought,100,150,140,100,90,90,302,0,3,0,0,0,0,Continent Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
480,899,383,Kyogre,primal,Kyogre (Primal Reversion),"normal, primal",Water,,Primordial Sea,Primordial Sea,Primordial Sea,100,150,90,180,160,90,347,0,0,0,3,0,0,Sea Basin Pokémon,,,3,0,Mega,,Any,,Kyogre,Undiscovered,,120,slow,0
481,384,384,Rayquaza,normal,Rayquaza,"normal, mega",Dragon,Flying,Air Lock,Air Lock,Air Lock,105,150,90,150,90,95,306,0,2,0,1,0,0,Sky High Pokémon,,,45,0,,,Any,,,Undiscovered,,120,slow,0
482,901,384,Rayquaza,mega,Rayquaza (Mega Rayquaza),"normal, mega",Dragon,Flying,Delta Stream,Delta Stream,Delta Stream,105,180,100,180,100,115,351,0,2,0,1,0,0,Sky High Pokémon,,,45,0,Mega,,Any,,Rayquaza,Undiscovered,,120,slow,0
483,385,385,Jirachi,normal,Jirachi,,Steel,Psychic,Serene Grace,Serene Grace,Serene Grace,100,100,100,100,100,100,270,3,0,0,0,0,0,Wish Pokémon,,,3,100,,,Any,,,Undiscovered,,120,slow,0
484,902,386,Deoxys,attack,Deoxys (Attack Forme),"normal, attack, defense, speed",Psychic,,Pressure,Pressure,Pressure,50,180,20,180,20,150,270,0,2,0,1,0,0,DNA Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
485,903,386,Deoxys,defense,Deoxys (Defense Forme),"normal, attack, defense, speed",Psychic,,Pressure,Pressure,Pressure,50,70,160,70,160,90,270,0,0,2,0,1,0,DNA Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
486,386,386,Deoxys,normal,Deoxys (Normal Forme),"normal, attack, defense, speed",Psychic,,Pressure,Pressure,Pressure,50,150,50,150,50,150,270,0,1,0,1,0,1,DNA Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
487,904,386,Deoxys,speed,Deoxys (Speed Forme),"normal, attack, defense, speed",Psychic,,Pressure,Pressure,Pressure,50,95,90,95,90,180,270,0,0,0,0,0,3,DNA Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
488,387,387,Turtwig,normal,Turtwig,,Grass,,Overgrow,Overgrow,Shell Armor,55,68,64,45,55,31,64,0,1,0,0,0,0,Tiny Leaf Pokémon,0.875,0.125,45,70,,,Any,,,Monster,Grass,20,medium_slow,1
489,388,388,Grotle,normal,Grotle,,Grass,,Overgrow,Overgrow,Shell Armor,75,89,85,55,65,36,142,0,1,1,0,0,0,Grove Pokémon,0.875,0.125,45,70,Level,18,Any,,Turtwig,Monster,Grass,20,medium_slow,1
490,389,389,Torterra,normal,Torterra,,Grass,Ground,Overgrow,Overgrow,Shell Armor,95,109,105,75,85,56,236,0,2,1,0,0,0,Continent Pokémon,0.875,0.125,45,70,Level,32,Any,,Grotle,Monster,Grass,20,medium_slow,0
491,390,390,Chimchar,normal,Chimchar,,Fire,,Blaze,Blaze,Iron Fist,44,58,44,58,44,61,62,0,0,0,0,0,1,Chimp Pokémon,0.875,0.125,45,70,,,Any,,,Field,Human-Like,20,medium_slow,1
492,391,391,Monferno,normal,Monferno,,Fire,Fighting,Blaze,Blaze,Iron Fist,64,78,52,78,52,81,142,0,0,0,1,0,1,Playful Pokémon,0.875,0.125,45,70,Level,14,Any,,Chimchar,Field,Human-Like,20,medium_slow,1
493,392,392,Infernape,normal,Infernape,,Fire,Fighting,Blaze,Blaze,Iron Fist,76,104,71,104,71,108,240,0,1,0,1,0,1,Flame Pokémon,0.875,0.125,45,70,Level,36,Any,,Monferno,Field,Human-Like,20,medium_slow,0
494,393,393,Piplup,normal,Piplup,,Water,,Torrent,Torrent,Defiant,53,51,53,61,56,40,63,0,0,0,1,0,0,Penguin Pokémon,0.875,0.125,45,70,,,Any,,,Water 1,Field,20,medium_slow,1
495,394,394,Prinplup,normal,Prinplup,,Water,,Torrent,Torrent,Defiant,64,66,68,81,76,50,142,0,0,0,2,0,0,Penguin Pokémon,0.875,0.125,45,70,Level,16,Any,,Piplup,Water 1,Field,20,medium_slow,1
496,395,395,Empoleon,normal,Empoleon,,Water,Steel,Torrent,Torrent,Defiant,84,86,88,111,101,60,239,0,0,0,3,0,0,Emperor Pokémon,0.875,0.125,45,70,Level,36,Any,,Prinplup,Water 1,Field,20,medium_slow,0
497,396,396,Starly,normal,Starly,,Normal,Flying,Keen Eye,Keen Eye,Reckless,40,55,30,30,30,60,49,0,0,0,0,0,1,Starling Pokémon,0.5,0.5,255,70,,,Any,,,Flying,,15,medium_slow,1
498,397,397,Staravia,normal,Staravia,,Normal,Flying,Intimidate,Intimidate,Reckless,55,75,50,40,40,80,119,0,0,0,0,0,2,Starling Pokémon,0.5,0.5,120,70,Level,14,Any,,Starly,Flying,,15,medium_slow,1
499,398,398,Staraptor,normal,Staraptor,,Normal,Flying,Intimidate,Intimidate,Reckless,85,120,70,50,60,100,218,0,3,0,0,0,0,Predator Pokémon,0.5,0.5,45,70,Level,34,Any,,Staravia,Flying,,15,medium_slow,0
500,399,399,Bidoof,normal,Bidoof,,Normal,,Simple,Unaware,Moody,59,45,40,35,40,31,50,1,0,0,0,0,0,Plump Mouse Pokémon,0.5,0.5,255,70,,,Any,,,Water 1,Field,15,medium_fast,1
